SNPName	SNPChr	SNPChrPos	ProbeName	ProbeChr	ProbeCenterChrPos	OverallZScore
cg06895124	8	141588702	ENSG00000261655	8	142364484	4.7833214
cg02765363	17	80200693	ENSG00000178927	17	80404585	-4.7827872
cg26918723	6	30812173	ENSG00000204580	6	30856065	4.7828107
cg03822873	7	128899554	ENSG00000128524	7	128504389	4.7828298
cg04547181	19	6721855	ENSG00000125734	19	6733769	-4.7823301
cg10651168	19	10382048	ENSG00000090339	19	10389401	-4.7820496
cg14904464	12	45269742	ENSG00000184613	12	45108844	-4.7816231
cg15129679	1	85513315	ENSG00000055732	1	85498973	-4.7816874
cg25028293	1	6528213	ENSG00000215788	1	6523733	4.7816369
cg15013475	19	7581366	ENSG00000198816	19	7583045	-4.7812736
cg04605143	10	390291	ENSG00000151240	10	527906	4.7814273
cg22144450	17	38080330	ENSG00000172057	17	38080574	4.7815113
cg08473752	17	26517057	ENSG00000109118	17	27255528	-4.7811148
cg12459718	17	8129997	ENSG00000178977	17	8125660	-4.7811638
cg09581611	16	67978110	ENSG00000103056	16	68437411	-4.78092
cg26091609	2	204734133	ENSG00000163599	2	204735596	4.7806119
cg22220936	12	22484109	ENSG00000111728	12	22403341	4.7807454
cg02769705	1	202975011	ENSG00000058668	1	203654449	-4.7796772
cg21740359	6	30434276	ENSG00000234127	6	30166718	4.7799388
cg02413097	17	74149832	ENSG00000132470	17	73735653	-4.779351
cg11551448	2	202060660	ENSG00000196141	2	201256928	-4.778523
cg24531401	7	1513791	ENSG00000164828	7	895800	4.7786256
cg06732873	7	35731530	ENSG00000122557	7	35703507	4.7787795
cg25901559	7	157585255	ENSG00000155093	7	157856115	4.778462
cg25224369	3	12918480	ENSG00000132155	3	12665412	-4.7780841
cg17663463	19	57349709	ENSG00000166770	19	57000327	4.7782948
cg10182418	4	38858488	ENSG00000174130	4	38841887	-4.7779262
cg26982544	16	87887283	ENSG00000103257	16	87883361	-4.7776187
cg26929337	19	52511678	ENSG00000161551	19	52376629	-4.7776486
cg04949429	10	126290144	ENSG00000189319	10	126370349	-4.7777005
cg02363630	10	99532090	ENSG00000155265	10	99618889	-4.7777554
cg05735547	17	41830291	ENSG00000108861	17	41849922	4.7776484
cg10100437	1	223903814	ENSG00000162909	1	223926507	4.7777789
cg09477019	16	56681897	ENSG00000087250	16	56623993	-4.7768949
cg01418188	11	3145609	ENSG00000021762	11	3148157	-4.7758324
cg18473335	14	24540126	ENSG00000100889	14	24571534	4.7757299
cg21325715	17	80297080	ENSG00000141556	17	80805332	4.775549
cg13393721	1	43814987	ENSG00000066322	1	43831382	-4.7751051
cg08935238	5	140798113	ENSG00000240184	5	140874061	4.7752473
cg26475911	17	73056187	ENSG00000109062	17	72755141	4.77441
cg26973018	16	75133040	ENSG00000186187	16	75088910	4.7742661
cg06047934	16	89712469	ENSG00000131165	16	89717546	-4.7738764
cg02711665	8	11664680	ENSG00000079459	8	11674950	4.774017
cg01569083	6	31543241	ENSG00000232810	6	31544728	-4.7735525
cg14697642	5	137224904	ENSG00000146021	5	137012484	4.7734317
cg03661299	6	31947168	ENSG00000237541	6	32712055	4.7735053
cg07017242	7	128047441	ENSG00000128524	7	128504389	4.7735604
cg01530032	17	19435805	ENSG00000083290	17	19722695	-4.7729041
cg00691598	8	1810478	ENSG00000104728	8	1839474	-4.772415
cg17827208	15	99470414	ENSG00000182253	15	99657109	4.7726029
cg20731384	10	134993392	ENSG00000171798	10	135006933	-4.7720735
cg12649175	2	162926955	ENSG00000144290	2	162561317	-4.7721972
cg20676696	1	110210396	ENSG00000213366	1	110231408	-4.7716793
cg03154717	6	30922441	ENSG00000204580	6	30856065	4.7717339
cg03666203	19	55591127	ENSG00000131037	19	55591339	4.7714935
cg18442362	7	44677772	ENSG00000106605	7	43822609	4.7715395
cg24088496	11	96071506	ENSG00000184384	11	95893072	-4.7708351
cg11675917	6	31973162	ENSG00000206344	6	31168641	-4.7709961
cg24411075	1	158149705	ENSG00000158473	1	158152211	4.7710987
cg20198768	6	29635531	ENSG00000204681	6	29562579	-4.770691
cg16801102	17	40293755	ENSG00000131471	17	41006674	4.7708319
cg25368647	5	176736591	ENSG00000146094	5	176933591	-4.7702333
cg25395087	6	158409885	ENSG00000078269	6	158461548	4.7705099
cg08504583	13	78315584	ENSG00000178695	13	77457426	4.7705717
cg07027613	12	7260560	ENSG00000139178	12	7252026	-4.7696828
cg23684449	16	46919194	ENSG00000166123	16	46941749	4.7699001
cg24147838	19	54876616	ENSG00000189430	19	55422508	4.7692794
cg21487207	12	54410576	ENSG00000198353	12	54430264	4.7691535
cg09519218	10	126390317	ENSG00000189319	10	126370349	-4.7684898
cg22961402	17	27913793	ENSG00000109111	17	27009403	-4.7682268
cg20189782	5	156772709	ENSG00000113263	5	156626072	-4.768117
cg05540913	6	167530185	ENSG00000112486	6	167539239	-4.7675751
cg27509052	8	1012276	ENSG00000104714	8	626426	-4.7670612
cg26385283	18	61616718	ENSG00000197632	18	61555025	-4.7668445
cg11137709	14	21508931	ENSG00000169397	14	21360032	4.7670468
cg07575896	5	157001092	ENSG00000135074	5	156912662	4.7671498
cg13835168	6	29648756	ENSG00000204642	6	29698428	-4.7666773
cg26406292	7	75292248	ENSG00000188372	7	76049111	4.7668043
cg02000145	6	31509402	ENSG00000234745	6	31323307	4.7668788
cg13780718	20	44513720	ENSG00000101017	20	44752706	-4.766454
cg18328933	3	52008490	ENSG00000041880	3	51979622	4.7667173
cg19249157	19	44010371	ENSG00000131126	19	43914205	4.7667922
cg12489896	6	364020	ENSG00000112679	6	321726	-4.7662336
cg18335326	6	30653659	ENSG00000204632	6	29796823	-4.7660212
cg13620034	8	72755052	ENSG00000178860	8	72755243	4.7663356
cg26109510	2	70408459	ENSG00000059728	2	70147448	-4.7656053
cg16103159	22	26561527	ENSG00000100095	22	26672501	4.7659359
cg12022621	1	203734505	ENSG00000117139	1	202737562	4.765115
cg02715602	19	4544446	ENSG00000171236	19	4538262	4.7651644
cg03496220	16	1029697	ENSG00000127585	16	749164	4.764929
cg09666532	1	44446600	ENSG00000159214	1	44459615	-4.7642395
cg19232815	6	31439148	ENSG00000234745	6	31323307	-4.7640461
cg02763234	3	49764811	ENSG00000114737	3	50646591	4.7642547
cg08125960	12	107713416	ENSG00000151136	12	107882804	4.7640672
cg07878486	19	58951837	ENSG00000179909	19	58214657	4.7641573
cg12138514	19	14625562	ENSG00000123146	19	14505425	-4.7635911
cg26596719	7	142986429	ENSG00000197448	7	142954566	-4.7629061
cg05638787	15	41062225	ENSG00000062524	15	41800960	-4.7624567
cg07017737	1	6516324	ENSG00000215788	1	6523733	-4.7625276
cg12264626	8	86350333	ENSG00000104267	8	86384901	-4.7625331
cg01354879	6	84140050	ENSG00000065833	6	84030452	4.7622192
cg04130163	4	42401214	ENSG00000188848	4	42133925	4.7622853
cg26557540	17	30820359	ENSG00000176749	17	30815955	4.7621858
cg13673563	14	21738473	ENSG00000169385	14	21424103	-4.7616794
cg07685786	21	48025643	ENSG00000160307	21	48021998	4.7619223
cg22790839	5	157883885	ENSG00000164330	5	158324848	-4.7615956
cg20464360	17	56564807	ENSG00000176160	17	56531636	-4.7613266
cg05350607	1	151777000	ENSG00000143409	1	150974938	4.7612485
cg00139242	6	167184855	ENSG00000026297	6	167356835	4.7613825
cg19763735	2	170550826	ENSG00000073737	2	169936988	4.7610007
cg17478979	6	149772102	ENSG00000178199	6	149787495	4.7604966
cg23312431	21	45773997	ENSG00000142185	21	45816505	-4.76008
cg05059480	15	40633154	ENSG00000187446	15	41548540	-4.7598107
cg27016307	19	49658865	ENSG00000130529	19	49688045	-4.7598961
cg01397968	3	111831279	ENSG00000174500	3	111845920	4.7600376
cg26083141	14	23878407	ENSG00000092051	14	24042626	-4.7592795
cg07979316	2	24306860	ENSG00000115129	2	24304517	-4.7588966
cg13918228	12	9914917	ENSG00000139187	12	9132998	4.758702
cg17840843	20	30135110	ENSG00000236559	20	30289323	4.7587905
cg26513818	1	236555166	ENSG00000186197	1	236579888	-4.7582415
cg06806210	1	228403079	ENSG00000154358	1	228481204	-4.7583748
cg15782984	6	35993792	ENSG00000124772	6	36758165	4.7583469
cg03392100	6	31731881	ENSG00000204387	6	31804963	-4.7579245
cg07244098	11	4415203	ENSG00000225101	11	4496583	-4.7577288
cg22893248	7	150020751	ENSG00000127399	7	150027483	4.7579158
cg07078732	2	30505117	ENSG00000213626	2	30500496	4.7576872
cg09601584	17	46673862	ENSG00000182742	17	46655174	4.7577476
cg25346117	1	116923256	ENSG00000134256	1	117561774	-4.7573485
cg02931058	2	239047245	ENSG00000144488	2	239025363	4.7575574
cg08041448	6	29648853	ENSG00000206503	6	29911349	4.7573146
cg03250742	4	1165703	ENSG00000178222	4	1078694	-4.7568596
cg11141696	1	161700119	ENSG00000162745	1	161973313	-4.7567252
cg05485462	16	3062349	ENSG00000213937	16	3063481	-4.7562418
cg18606630	14	75400792	ENSG00000198208	14	75380378	-4.755915
cg24070990	1	228634676	ENSG00000181218	1	228645312	4.7560195
cg25538415	17	43129909	ENSG00000172992	17	43119590	-4.755515
cg15978899	6	30882994	ENSG00000225851	6	31349958	-4.7555282
cg26121053	10	49880551	ENSG00000128815	10	50041961	-4.7552071
cg18219562	17	41773595	ENSG00000108861	17	41849922	4.7555535
cg11236746	3	33096207	ENSG00000170275	3	33170312	4.7545572
cg23803868	19	2340235	ENSG00000005206	19	2341858	-4.7536826
cg10261205	11	289879	ENSG00000142102	11	292621	4.7535912
cg05904013	7	128579933	ENSG00000128594	7	127669642	-4.7529884
cg03572859	8	22409634	ENSG00000120896	8	22417900	-4.7525463
cg20651995	2	69525471	ENSG00000163219	2	68980349	-4.7525473
cg17475271	6	32729741	ENSG00000237541	6	32712055	-4.752318
cg16893868	19	55084221	ENSG00000243772	19	55272878	-4.7523299
cg07359306	3	52811249	ENSG00000163932	3	53208379	4.7523386
cg04721116	6	143999504	ENSG00000112419	6	144005152	-4.75187
cg02593884	16	2984526	ENSG00000103355	16	2835951	4.7518538
cg20523169	17	75880269	ENSG00000087157	17	76397958	4.7514458
cg26033520	10	74004071	ENSG00000168209	10	74034736	4.7512298
cg11729363	3	183271175	ENSG00000172578	3	183239398	-4.7509164
cg02973307	19	34302950	ENSG00000153885	19	34296752	-4.7504648
cg01946401	6	45296101	ENSG00000124813	6	45463990	-4.749784
cg22451412	15	42227162	ENSG00000174171	15	42187288	4.7498011
cg14285788	2	128458508	ENSG00000136715	2	128742242	4.7498299
cg05563595	6	30140257	ENSG00000235821	6	29718715	4.7497911
cg07526656	12	7260612	ENSG00000139178	12	7252026	-4.7493767
cg21984481	17	79567631	ENSG00000226137	17	79005717	4.7494333
cg23082339	5	140810051	ENSG00000178913	5	140699193	4.7490883
cg27191312	19	12750910	ENSG00000104774	19	12767440	4.7484013
cg04489548	1	110616815	ENSG00000134243	1	109896382	-4.747624
cg01007589	19	49894130	ENSG00000063127	19	49810688	-4.7472197
cg20978247	6	32905037	ENSG00000242574	6	32905626	-4.7473748
cg18069493	21	47649728	ENSG00000160285	21	47628549	4.7475273
cg00799984	8	134307057	ENSG00000129295	8	133636079	-4.7466367
cg26056498	8	1030319	ENSG00000237647	8	887714	-4.7462123
cg12713445	17	79792936	ENSG00000226137	17	79005717	4.7464825
cg07496207	5	172280636	ENSG00000072786	5	171542233	-4.7460314
cg19426731	19	49992527	ENSG00000142541	19	49993188	-4.7461025
cg02556155	3	114052221	ENSG00000181847	3	114012447	4.7462213
cg14292619	12	75784569	ENSG00000139278	12	75886046	4.7463879
cg17711567	19	44325008	ENSG00000176222	19	44391026	-4.7458309
cg05474265	4	81128398	ENSG00000152784	4	81115258	-4.7458468
cg23548928	12	14720201	ENSG00000070019	12	14807547	-4.7459294
cg20450123	8	19540162	ENSG00000147408	8	19438606	-4.7454427
cg24939194	7	2563563	ENSG00000106003	7	2560487	-4.7455295
cg05338167	15	68498203	ENSG00000129007	15	68490730	-4.7455593
cg17279839	7	150038550	ENSG00000127399	7	150027483	-4.7450161
cg27481559	2	87036990	ENSG00000172116	2	87065754	4.7446569
cg23666829	17	80842334	ENSG00000141556	17	80805332	4.744538
cg20443451	6	31497185	ENSG00000204396	6	31739237	4.74456
cg12315311	19	54568395	ENSG00000170909	19	54601966	-4.744061
cg07786995	1	162114666	ENSG00000239887	1	162346649	-4.7439789
cg13537499	9	139401023	ENSG00000169583	9	139890171	4.7440577
cg10238080	12	50445058	ENSG00000110881	12	50464362	4.7439287
cg07880727	7	47846424	ENSG00000183696	7	48138277	4.7439312
cg15523238	15	26108796	ENSG00000206190	15	26016368	-4.7434364
cg19577206	6	31866777	ENSG00000196126	6	32552085	4.7436882
cg23473904	21	47517690	ENSG00000142156	21	47413307	-4.7432736
cg09907936	19	58570466	ENSG00000171649	19	58097484	4.7435475
cg04193923	17	38170852	ENSG00000161405	17	37970819	-4.7431871
cg03438558	8	10982836	ENSG00000136573	8	11386811	4.7431931
cg24479752	6	30005125	ENSG00000137312	6	30702998	4.7428487
cg06329735	11	75139342	ENSG00000149243	11	75137556	4.742887
cg20244273	11	7597301	ENSG00000166387	11	7606443	-4.7424334
cg14531663	6	32116885	ENSG00000234745	6	31323307	-4.742148
cg08729178	15	93633201	ENSG00000182175	15	93609534	-4.7406968
cg23759393	7	158110357	ENSG00000155093	7	157856115	4.7408331
cg04986931	22	39850128	ENSG00000128268	22	39870774	4.7409186
cg01855070	3	42201266	ENSG00000182606	3	42161337	-4.7402021
cg21704502	11	117939622	ENSG00000160654	11	118220467	4.7401775
cg04107539	7	86970843	ENSG00000182165	7	86964686	4.7401882
cg11865119	7	130125884	ENSG00000106484	7	130136089	-4.7397516
cg17953300	11	65418217	ENSG00000254614	11	64947191	4.7395067
cg22827724	6	31096189	ENSG00000206344	6	31168641	-4.7388885
cg04657000	6	112115382	ENSG00000010810	6	112088095	4.7388104
cg27557974	18	10127886	ENSG00000017797	18	9506560	4.7389613
cg18973586	4	963920	ENSG00000159674	4	1181735	-4.7385205
cg07303548	11	67231830	ENSG00000175505	11	67136643	-4.7382952
cg03054529	7	30029938	ENSG00000136193	7	29994812	-4.7383108
cg14183540	11	3174959	ENSG00000110651	11	2408028	4.7384146
cg08962888	17	76968167	ENSG00000108679	17	76971755	-4.7381289
cg00473167	3	191046872	ENSG00000152492	3	191081662	4.7378702
cg21353232	22	26564879	ENSG00000100095	22	26672501	4.7377994
cg16826286	17	34266290	ENSG00000205021	17	34624786	4.7375405
cg15639684	1	85464110	ENSG00000162643	1	85531825	-4.7369031
cg19056004	12	7023214	ENSG00000111674	12	7027885	4.7368031
cg21448552	3	27755075	ENSG00000187118	3	28324854	4.7354399
cg05605052	19	23945611	ENSG00000196172	19	23931845	4.735543
cg14720207	3	135969933	ENSG00000114054	3	136012943	-4.7350727
cg26855280	4	1093714	ENSG00000178222	4	1078694	4.7353736
cg00208012	7	76032544	ENSG00000127946	7	75265450	4.7350579
cg05914150	5	67522284	ENSG00000145675	5	67554598	4.7343112
cg09043214	12	6442873	ENSG00000067182	12	6444601	-4.7337218
cg21627202	22	50739986	ENSG00000130487	22	50987956	-4.7335678
cg02776659	21	47717358	ENSG00000239415	21	47672755	4.7330279
cg25490276	19	12992844	ENSG00000105612	19	12989153	4.7329861
cg04173586	19	2167448	ENSG00000176533	19	2606962	-4.7325156
cg03816156	9	138139329	ENSG00000130560	9	138839020	4.7324396
cg06497051	1	156261152	ENSG00000198715	1	156262671	4.7320176
cg13598256	5	140801238	ENSG00000178913	5	140699193	4.7321651
cg05956521	1	157668067	ENSG00000198400	1	156818537	-4.7316748
cg25247177	19	3698223	ENSG00000105255	19	4314218	4.7318485
cg22324029	6	32908466	ENSG00000223865	6	33049340	-4.7310037
cg05130482	8	98271901	ENSG00000180543	8	98287946	4.7312942
cg22005990	17	46659891	ENSG00000173917	17	46620848	-4.7309754
cg01701634	19	51876119	ENSG00000161681	19	51193895	-4.7307175
cg24695849	19	58552623	ENSG00000121413	19	58612499	4.7307611
cg01301197	2	109646564	ENSG00000135960	2	109558377	4.7305088
cg09921719	17	80390020	ENSG00000173762	17	80274111	4.7302586
cg10089657	7	1062820	ENSG00000177706	7	246840	4.7301798
cg18145558	2	96807942	ENSG00000158050	2	96810042	-4.7296679
cg04958654	19	58069072	ENSG00000166704	19	58501569	4.7294539
cg19539664	3	44753367	ENSG00000196653	3	44759729	-4.729092
cg24468934	1	26880719	ENSG00000117640	1	26152281	4.729341
cg02570354	3	31728701	ENSG00000144645	3	31909227	-4.728631
cg04545963	14	35872393	ENSG00000100906	14	35872336	-4.7285312
cg13621184	19	7459697	ENSG00000104880	19	7498681	-4.72838
cg14438221	17	77898978	ENSG00000171302	17	76996874	4.7278468
cg27224823	1	6521220	ENSG00000171735	1	7337575	-4.7270468
cg03534481	21	34439545	ENSG00000184221	21	34443588	4.7272011
cg01198994	1	1294629	ENSG00000162576	1	1292613	-4.7269272
cg27375378	17	77806354	ENSG00000108679	17	76971755	4.7270402
cg19555708	6	32159604	ENSG00000225851	6	31349958	-4.7265209
cg02068351	6	132832288	ENSG00000079931	6	132669939	-4.726529
cg11432797	16	29674439	ENSG00000149932	16	29968289	4.7261524
cg16081457	12	81103632	ENSG00000111052	12	81259001	4.7257508
cg03901454	16	87588683	ENSG00000172530	16	88046887	-4.7252407
cg15033653	12	113587581	ENSG00000173064	12	112708944	4.7254984
cg10190416	19	40168828	ENSG00000226025	19	40173513	4.72467
cg11821200	5	40685941	ENSG00000171522	5	40686718	-4.7240369
cg10685559	22	18633123	ENSG00000184979	22	18646415	4.7240069
cg01790530	2	73929717	ENSG00000204872	2	73928093	4.7233814
cg18089000	9	136039658	ENSG00000148288	9	136033836	-4.7224167
cg09491962	10	98900723	ENSG00000181274	10	99093356	-4.722464
cg06200244	2	12862337	ENSG00000071575	2	12869937	-4.7225983
cg06846010	16	56651367	ENSG00000260549	16	56652059	-4.7222941
cg22670675	1	15533385	ENSG00000189337	1	15184869	-4.722127
cg03860038	10	134231469	ENSG00000171813	10	134221019	4.7222138
cg10072464	13	114064536	ENSG00000150403	13	114174926	4.7223443
cg27389255	11	14664598	ENSG00000152270	11	14778809	4.7221182
cg11199827	10	49881056	ENSG00000128815	10	50041961	4.7221361
cg01220720	6	32167020	ENSG00000237541	6	32712055	-4.721737
cg10849289	21	46087201	ENSG00000235890	21	45931214	4.7219003
cg03661110	17	48581574	ENSG00000141232	17	48942461	4.7216056
cg10332700	19	53636077	ENSG00000170954	19	53623731	-4.7213965
cg11118359	4	1107202	ENSG00000178222	4	1078694	4.7215817
cg02205391	6	31762361	ENSG00000196126	6	32552085	-4.7210539
cg19353947	2	145269644	ENSG00000169554	2	145213857	4.7212041
cg06436032	6	144474807	ENSG00000001036	6	143824720	4.7211439
cg05042439	8	67380613	ENSG00000185697	8	67500446	-4.7207271
cg12776156	11	848044	ENSG00000214063	11	854962	4.7209087
cg00359010	6	29635692	ENSG00000235821	6	29718715	4.7205119
cg04499151	7	100231278	ENSG00000106327	7	100229220	-4.7200232
cg02928935	17	17188331	ENSG00000240505	17	16854140	-4.7200676
cg09321817	6	33041295	ENSG00000223865	6	33049340	-4.7198334
cg00138407	3	47386457	ENSG00000160796	3	47036183	-4.7198631
cg15671996	6	30140277	ENSG00000235821	6	29718715	-4.7196189
cg25963041	19	57049777	ENSG00000166770	19	57000327	4.7191091
cg14151976	9	37565511	ENSG00000196092	9	36933687	-4.7187272
cg00874877	6	32272050	ENSG00000223534	6	32628081	4.7189829
cg23679344	17	37560925	ENSG00000108298	17	37358758	4.718523
cg11801110	22	50356763	ENSG00000100427	22	50511075	-4.7176642
cg06050341	8	124552791	ENSG00000156804	8	124531787	-4.717255
cg14502319	12	125167361	ENSG00000073060	12	125314308	-4.71728
cg27113548	14	106354912	ENSG00000211930	14	106380233	4.7175442
cg19463078	4	122099598	ENSG00000164111	4	122603689	4.7173606
cg19774315	12	14927045	ENSG00000246705	12	14929103	4.7168304
cg14900154	17	4074337	ENSG00000182557	17	4364243	4.7165816
cg03357547	19	51165159	ENSG00000105472	19	51227780	4.7161606
cg06194738	6	32159607	ENSG00000225851	6	31349958	-4.7154286
cg03085785	7	27247603	ENSG00000233429	7	27137575	-4.7155089
cg01607369	11	7598673	ENSG00000166387	11	7606443	4.7156193
cg06947430	19	51228889	ENSG00000105472	19	51227780	-4.7153303
cg20272648	8	37660108	ENSG00000020181	8	37672061	-4.7150551
cg23781276	10	134978122	ENSG00000171798	10	135006933	-4.7149154
cg06965072	10	133956982	ENSG00000151640	10	134009842	-4.7147628
cg03569277	1	228657627	ENSG00000181218	1	228645312	-4.714763
cg21440587	6	31583458	ENSG00000204387	6	31804963	4.714822
cg13977235	19	33172072	ENSG00000124299	19	33945278	-4.7142192
cg02633149	17	81042734	ENSG00000176845	17	81045215	4.7145
cg11246447	1	900424	ENSG00000186827	1	1148112	-4.7137076
cg01211124	13	25874859	ENSG00000139505	13	25832227	4.7138512
cg19502709	5	169816214	ENSG00000145936	5	169810924	4.7138748
cg00795812	2	242802009	ENSG00000188389	2	242796546	-4.7135759
cg17479501	17	80806143	ENSG00000141556	17	80805332	4.7137047
cg12467226	3	13694484	ENSG00000132182	3	13409773	-4.713248
cg01062126	16	104539	ENSG00000226942	16	83828	4.7132855
cg18686270	3	146258875	ENSG00000188313	3	146247809	-4.7127275
cg23892025	2	63849727	ENSG00000228305	2	63849637	4.7126179
cg15062535	19	52847885	ENSG00000167555	19	52911383	-4.7117016
cg21940042	19	11998460	ENSG00000171291	19	11977053	4.711923
cg19711949	7	80859	ENSG00000177706	7	246840	-4.7114366
cg03538979	10	409311	ENSG00000151240	10	527906	-4.7114602
cg11655243	5	140778396	ENSG00000178913	5	140699193	4.7117948
cg19685532	6	30115945	ENSG00000234127	6	30166718	-4.7112325
cg12214451	4	114900127	ENSG00000145349	4	114527635	4.7112941
cg11504517	1	3569851	ENSG00000162591	1	3467271	4.7111793
cg16669339	10	105428573	ENSG00000107957	10	105481793	-4.7105146
cg13930892	11	2292000	ENSG00000183734	11	2290953	-4.7102049
cg06936631	19	51171949	ENSG00000105472	19	51227780	4.7103289
cg02886761	19	671923	ENSG00000070404	19	679888	-4.70997
cg18533386	1	181452039	ENSG00000198216	1	181579728	4.7097332
cg17400113	15	93617098	ENSG00000182175	15	93609534	-4.7092521
cg13850380	1	1475143	ENSG00000160075	1	1493651	-4.7093614
cg20770504	5	82109889	ENSG00000038427	5	82822703	-4.7090122
cg08608126	11	33744567	ENSG00000166016	11	34276045	-4.7088428
cg08239753	14	23769690	ENSG00000092067	14	23587669	4.7089521
cg21587984	6	32295189	ENSG00000204387	6	31804963	-4.7085579
cg00433709	16	75107666	ENSG00000186187	16	75088910	4.7072179
cg09285095	22	46440346	ENSG00000231711	22	46438439	4.7070461
cg12045829	17	7452878	ENSG00000239697	17	7458566	-4.7066029
cg24874555	19	12832212	ENSG00000105576	19	12822416	-4.7066193
cg13424229	3	148581837	ENSG00000163751	3	148599013	4.7063609
cg25432518	7	1894252	ENSG00000136295	7	2688010	-4.7057283
cg13410000	15	91357521	ENSG00000140564	15	91419255	-4.7057706
cg01659052	11	122722312	ENSG00000109943	11	122726277	4.7058182
cg26999423	17	10017891	ENSG00000007237	17	9957897	4.7059134
cg04364752	16	88906486	ENSG00000172530	16	88046887	4.7056541
cg05006942	16	69775991	ENSG00000157368	16	70654191	-4.7048502
cg03507593	12	124939432	ENSG00000119242	12	124430292	4.70489
cg00622166	16	46919021	ENSG00000166123	16	46941749	-4.7042289
cg05641778	7	157194536	ENSG00000155093	7	157856115	-4.7038725
cg17756730	1	172608644	ENSG00000117592	1	173452175	4.7041328
cg24852661	9	88715083	ENSG00000135052	9	88678074	-4.7037903
cg09940677	14	103415410	ENSG00000198752	14	103461257	4.7036921
cg20697519	1	159795214	ENSG00000158714	1	159801789	-4.703282
cg05262463	19	50056033	ENSG00000142546	19	50076243	-4.7031196
cg07851632	5	140682455	ENSG00000178913	5	140699193	4.7032696
cg17315426	14	23527629	ENSG00000092096	14	23818818	-4.7026895
cg24112628	6	150174215	ENSG00000120256	6	150163066	4.7026943
cg07594472	20	29965129	ENSG00000149531	20	29622933	4.7025949
cg25008614	15	44956192	ENSG00000185880	15	45040606	-4.7018129
cg21206949	14	94595534	ENSG00000119632	14	94595353	4.7020764
cg01640506	7	150417587	ENSG00000213203	7	150417508	-4.7015066
cg24524285	11	64405871	ENSG00000110076	11	64432153	4.7016162
cg08935418	7	158110522	ENSG00000155093	7	157856115	4.7017418
cg14177325	17	1541763	ENSG00000159842	17	1019536	-4.7011474
cg19409579	4	81118452	ENSG00000152784	4	81115258	4.7012467
cg09238801	14	74179053	ENSG00000176903	14	74179811	4.700742
cg22369786	13	80911578	ENSG00000136158	13	80912598	-4.7002507
cg17344770	19	3537646	ENSG00000125910	19	3176336	-4.7003748
cg27301655	11	60869634	ENSG00000013725	11	60763482	4.700296
cg20978193	1	1227307	ENSG00000131584	1	1236372	4.7001909
cg04918770	6	18053826	ENSG00000124789	6	17660962	-4.6996446
cg24501381	1	43001072	ENSG00000117394	1	43407791	-4.6996477
cg21831937	15	57519802	ENSG00000103569	15	58454239	4.6995036
cg02052217	7	99970821	ENSG00000166925	7	100068942	4.6991915
cg15044270	3	196065437	ENSG00000235897	3	196048821	4.6986435
cg21454965	6	32782405	ENSG00000241106	6	32782682	-4.6980708
cg23698560	1	3822304	ENSG00000162591	1	3467271	4.6983561
cg01396855	19	44616340	ENSG00000159882	19	44512589	-4.6977641
cg17552029	17	41985222	ENSG00000108852	17	41969896	-4.6975387
cg20747577	7	26897205	ENSG00000078399	7	27206085	-4.696408
cg07033722	1	40538984	ENSG00000090621	1	40034475	4.6960231
cg14707948	8	141468852	ENSG00000167632	8	141105632	4.6961264
cg02662596	6	32192510	ENSG00000204301	6	32177232	-4.6957381
cg16597406	17	8130173	ENSG00000178977	17	8125660	-4.6954617
cg02840936	1	20492338	ENSG00000158828	1	20968976	4.6955159
cg08571362	7	100223967	ENSG00000196411	7	100412654	-4.6950038
cg06394229	19	39303775	ENSG00000105205	19	40225279	4.6944123
cg00745555	10	135050896	ENSG00000151650	10	135053304	4.6944543
cg25001305	8	27283897	ENSG00000120885	8	27463491	4.6945405
cg20305489	17	75316480	ENSG00000129657	17	75147988	-4.6941299
cg06164961	11	118175627	ENSG00000198851	11	118181075	-4.6938143
cg12938556	13	114812870	ENSG00000183087	13	114545285	-4.6937305
cg08687825	6	84221752	ENSG00000065833	6	84030452	-4.693307
cg06959773	7	76033795	ENSG00000188372	7	76049111	-4.6928067
cg05303280	15	51632563	ENSG00000259577	15	52485180	4.6931347
cg16484912	17	74464334	ENSG00000182173	17	73516480	4.692676
cg07150145	1	47656089	ENSG00000079277	1	47052802	4.6924893
cg22396498	15	91141539	ENSG00000182511	15	91432965	4.6925733
cg26152923	19	18284120	ENSG00000105656	19	18593205	4.6916077
cg19748495	1	150979359	ENSG00000143365	1	151791447	4.691741
cg11414821	6	30652723	ENSG00000204632	6	29796823	-4.691028
cg27299526	12	6657696	ENSG00000010610	12	6912999	-4.6909111
cg23670353	1	59833489	ENSG00000177606	1	59248125	4.690692
cg17895608	15	68131410	ENSG00000103647	15	68945726	4.6905946
cg25718035	10	8084981	ENSG00000107485	10	8106364	-4.6899489
cg04836028	6	31554215	ENSG00000204475	6	31558717	-4.6899537
cg24334174	1	22141293	ENSG00000142798	1	22206264	-4.6899713
cg02023973	16	1519925	ENSG00000103249	16	1510258	-4.6896732
cg25306932	1	151132209	ENSG00000197747	1	151961128	4.6898066
cg26620021	19	40788878	ENSG00000105221	19	40763833	-4.6894436
cg18964582	1	236557134	ENSG00000186197	1	236579888	4.6893024
cg00639635	6	143837891	ENSG00000001036	6	143824720	-4.688931
